name,Negative3_0605,NegativeSab_0905,Negative_0705,Negative_0805,Negative_1305,Negative_2504,Negcontrole_librrun,PEDI00208_Rand,PEDI00209_Rand,PEDI00210_Rand,PEDI00211_Rand,PEDI00212_Rand,PEDI00213_Rand,PEDI00214_Rand,PEDI00216_Rand,PEDI00217_Rand,PEDI00218_Rand,PEDI00221_Rand,PEDI00232_Rand,PEDI00237_Rand,PEDI00238_Rand,PEDI00239_Rand,PEDI00240_Rand,PEDI00241_Rand,PEDI00242_Rand,PEDI00243_Rand,PEDI00244_Rand,PEDI00245_Rand,PEDI00246_Rand,PEDI00247_Rand,PEDI00248_Rand,PEDI00249_Rand,PEDI00250_Rand,PEDI00251_Rand,PEDI00252_Rand,PEDI00257_Rand,PEDI00261_Rand,PEDI00264_Rand,PEDI00268_Rand,PEDI00270_Rand,PEDI01152_Rand,PEDI01153_Rand,PEDI01154_Rand,PEDI01160_Rand,PEDI01161_Rand,PEDI01162_Rand,PEDI01163_Rand,PEDI01164_Rand,PEDI01165_Rand,PEDI01167_Rand,PEDI01169_Rand,PEDI01172_Rand,PEDI01174_Rand,PEDI01178_Rand,PEDI01181_Rand,PEDI01183_Rand,PEDI01184_Rand,PEDI01185_Rand,PEDI01187_Rand,PEDI01189_Rand,PEDI01192_Rand,PEDI01193_Rand,PEDI01195_Rand,PEDI01196_Rand,PEDI01197_Rand,PEDI01198_Rand,PEDI01199_Rand,PEDI01200_Rand,PEDI01201_Rand,PEDI01202_Rand,PEDI01203_Rand,PEDI01204_Rand,PEDI01206_Rand,PEDI01207_Rand,PEDI01208_Rand,PEDI01209_Rand,PEDI01210_Rand,PEDI01212_Rand,PEDI01213_Rand,PEDI01214_Rand,PEDI01215_Rand,PEDI01216_Rand,PEDI02946_Rand,PEDI02947_Rand,PEDI02949_Rand,PEDI02951_Rand,PEDI02958_Rand,PEDI02963_Rand,PEDI02964_Rand,PEDI02966_Rand,PEDI02991_Rand,PEDI02994_Rand,PEDI02995_Rand,PEDI02999_Rand,PEDI03000_Rand,Positive_1305
HGM11507 sp900761005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,13,0,0,34861,0,305,0,95,0,286,0,0,28,0,0,117,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,0,21,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,653
Johnsonella sp900766185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,355,0,0,0,0,0,0,0,975,0,0,16,80,190,0,0,0,280,13,0,386,0,392,0,345,0,410,0,24,0,22,0,63,38,0,0,56,10,0,0,0,61,0,17,0,0,0,12,0,0,0,0,0,40,0,0,22,81,0,0,210,0,10,0,0,130,32,21,0,0,25,22,0,0,55,0,20,13,0,116
CACZQA01 sp900758075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,20,0,0,0,0,0,0,0,20,118,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,46
UBA4951 sp900540385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_B sp900539505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,49,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Lactiplantibacillus plantarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,4116,0,0,0,0,0,0,0,0,0,0,0,302,0,50,0,20,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,99,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Enterobacter cloacae,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,492,0,0,0,0,0,70,0,22468,0,0,0,27,92,0,0,0,0,264,0,182,0,98,0,640,10,33,1042,0,927,0,0,10485,1049,0,0,0,26,0,0,0,29,0,206,0,115,0,17,0,0,0,1064,0,23,0,31,83,0,0,0,21,0,0,0,0,4223,0,0,0,0,0,0,0,0,0,0,0,223,0,0
Paraclostridium sordellii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,38,12,0,128,0,112,0,554,0,50,0,11,18,0,0,19,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,133
UBA1691 sp900552985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,273,0,165,0,96,0,55,0,0,0,0,0,62,27,0,0,16,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,234
CAG-590 sp900548855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,6001,0,111,0,73,0,245,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,66,0,727
Fusobacterium_A sp900543175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,0,24,0,28,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Providencia alcalifaciens_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providencia rettgeri_D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,21,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Dysgonomonas sp900079735,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,148,0,64,0,0,0,16,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,12,0,13
Treponema_D sp002449305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-882 sp003486385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,669,0,203,0,163,0,139,21,0,59,0,0,153,0,0,0,0,0,0,0,0,0,0,36,0,22,0,0,0,3294,0,66,0,0,0,0,0,0,0,0,0,0,41,0,0,87,0,0,0,0,0,0,0,0,27,0,0,0,0,732
Limosilactobacillus antri,0,0,0,0,0,0,0,0,0,0,54,0,0,0,11,0,45,0,0,0,0,0,0,0,275,0,0,0,243,0,0,0,0,0,0,0,0,0,53,0,89,0,0,0,0,224,0,0,277,0,0,0,0,0,0,0,0,0,0,1781,0,0,89,0,0,0,0,0,0,238,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,320,0,0
Pauljensenia sp900556405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,204,0,103,0,3746,0,137,0,0,67,0,0,42,48,0,0,0,17,0,0,0,11,0,373,0,22,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,60,0,494
UMGS1994 sp900556975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,29,0,0,0,0,194,0,990,0,79,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Robertmurraya massiliosenegalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,224,0,17,0,0,0,24,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
Sutterella wadsworthensis,0,0,0,0,0,0,0,0,0,0,17,25,0,0,0,0,404,0,0,0,0,0,0,339,42,0,0,0,0,0,0,0,0,20,0,0,55,82,16,0,65918,83,28975,15,148,0,947,0,18,2116,0,0,0,133,0,0,0,7105,0,66478,53,0,0,1046,22,0,0,0,0,933,0,2822,1067,472,0,37,460,14,0,0,327,0,0,0,326,0,0,18,0,0,11,0,0,12,0,87196
Olsenella_E sp003609875,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10528,0,0,0,0,0,0,0,75,0,0,0,0,13,0,0,0,20,0,0,77,0,27,0,13,0,3867,0,0,644,0,0,83,1232,0,0,17,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,13,0,15,0,23,0,0,0,0,0,0,19,19,71,0,0,0,106,30,0,0,18,17,0,97,0,98
Porphyromonas uenonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,11,0,29,0,144,18,27,0,0,0,2190,0,29,0,244,0,17,15516,84,5200,0,568,58,631,0,0,29,0,0,94,297,0,0,376,0,0,0,801,0,0,37,0,0,0,0,0,0,0,45,0,0,0,0,882,0,0,0,0,278,0,188,0,0,864,118,0,0,501,0,249,0,11,143
Catenibacterium mitsuokai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28501,0,0,0,0,11,0,0,91,0,0,0,26,4110,0,0,0,0,0,0,19,0,27,0,60,93,43,0,0,0,0,0,10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
Alistipes sp900542505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,0,0,0,1858,0,43,0,0,0,0,0,54,93,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
UBA5446 sp900759385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,17,0,31,0,33,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Bacteroides nordii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9109,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,39,40,0,8895,0,15,133,1861,0,135655,0,0,454,0,0,190065,61,0,0,123,32,0,0,0,0,0,32130,0,0,70,0,0,0,0,1862,0,31,0,0,0,0,0,0,1375,0,93,0,0,2560,0,0,150,0,48,0,0,0,0,0,23,524,0,16935
UMGS874 sp900546315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,39,46,0,0,0,0,0,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Blautia_A sp003474435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531,0,0,0,0,0,0,0,299,0,0,0,43,875,0,0,0,70,0,0,127157,0,1294,0,500,20,1402,0,0,20,0,0,2547,0,0,0,27,84,0,0,0,97,0,519,0,0,0,560,0,26,0,0,0,0,0,15,0,192,0,0,80,0,42,25,84,1068,14,0,0,0,13,0,0,0,17,0,28,38,0,12733
Streptococcus peroris,0,0,0,0,0,0,0,32,0,0,0,677,0,0,0,0,505,0,0,0,12,0,15,0,80,0,0,10,29,0,0,0,0,0,226,0,200,0,15027,0,686,0,154,2094,50,276,0,0,12,0,0,0,106,11,0,0,0,0,0,127,0,186,0,0,0,0,0,0,0,0,0,32,0,0,0,0,19,0,0,0,15,426,0,0,0,0,0,0,0,0,28,0,0,454,0,100
Lachnoanaerobaculum sp000296385,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,10,11,67,0,0,0,374,0,0,384,0,151,0,555,0,139,0,0,11,17,0,181,56,0,0,31,11,0,0,0,29,0,204,0,0,11,0,0,0,0,0,0,143,0,0,0,52,0,0,163,0,11,0,0,29,54,0,0,0,96,0,0,0,33,0,23,10,0,48
Veillonella rogosae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,0,0,0,0,0,0,0,0,21,0,0,207,48,0,0,0,979,850,0,43,0,9575,0,13259,0,272,0,16,506,0,0,2630,181,0,0,95,0,0,0,0,557,23,73,21,68,44,0,0,26,0,52,0,0,0,0,0,15,0,0,16,0,76,0,15,2790,0,0,0,0,0,0,0,0,0,0,0,6483,0,220
HGM11514 sp900757255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,256,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,897
CAG-631 sp900762575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,19,0,0,17,0,31,0,62,0,35,0,0,18,0,0,65,0,0,0,0,0,0,0,0,0,0,434,0,0,38,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
CAG-873 sp009775195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Prevotella sp900554695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,46,121,0,156,0,407,0,346,0,174,0,0,662,0,0,696,0,0,0,0,0,0,0,0,13,0,65,0,0,0,0,0,0,0,303,0,12,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,14,0,0,0,12,0,0,0,0,31
Bacteroides eggerthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,19,0,25835,0,177,0,1476,21,7967,0,0,11651,0,0,11984,32,0,0,13,84,0,0,0,24,0,21501,0,0,37,0,0,0,0,620,0,39,0,10,13,0,0,21,166,0,478,0,0,221,0,0,313,0,40,0,0,0,0,0,15,14,0,79271
Prevotella sp900553965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,69,35,0,1683,0,449,0,458,14,487,0,0,145,0,0,946,21,0,0,10,0,0,0,0,23,0,273,0,0,0,0,0,0,0,37,0,34,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Bacteroides sp900766195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,920,0,0,0,19,19,0,0,0,19,64,0,1217,0,33,0,321,0,114,0,0,1630,0,0,550,16,0,0,25,0,0,0,0,0,0,675,0,17,0,0,0,0,0,210,0,14,0,0,0,0,0,0,17,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,18,0,792
Staphylococcus lugdunensis,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,23,0,0,0,0,11,0,0,0,216,0,0,0,0,0,0,87,0,42,0,0,0,20,0,0,70,0,0,14,0,0,0,0,105,0,116,0,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,57,0,29,0,0
Faecalibacillus faecis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353,0,0,0,0,0,0,0,12,0,0,0,15,217,0,0,0,18,0,0,1237,0,192,0,165,12,172,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,19,0,0,0,0,0,0,11,25,0,0,28,0,230,0,0,100,0,0,0,0,0,0,0,0,12,0,0,14,0,4124
Lancefieldella parvula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,218,0,0,0,23,77,0,0,0,0,0,0,200,0,49,0,739,0,48,0,0,0,0,0,18,0,0,0,0,10,0,0,0,0,0,24,0,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,30,25,0,0,0,0,0,0,0,0,0,0,0,1922,0,84
UBA11490 sp003524095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,24,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia sp900555025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,0,0,0,521,256,0,0,0,68,0,0,2313,0,908,17,280,0,197,0,0,15,0,0,528,0,0,0,17,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16,0,0,141,0,0,0,0,0,0,0,0,0,0,0,134,0,392
CAG-873 sp900759845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,199,0,0,0,0,0,0,12,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella sp900552965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20318,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,127,57,0,0,0,9853,0,54273,0,4197,0,14,53899,21,0,16237,47,0,0,246,0,0,0,0,179,0,3378,0,190,0,0,0,0,0,0,0,125,0,56,0,25,0,0,18,0,0,13,110,19,0,0,0,0,0,0,0,0,0,0,0,241,0,78
Lactococcus lactis_E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,627,0,0,0,0,0,0,16,0,14,0,0,27,0,3075,0,75,0,10,18,0,139,0,0,151,171,0,0,0,0,0,0,0,0,0,27,0,16,50,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,15,0,113
Eubacterium_R sp000433975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,28,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemella morbillorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,12,0,19,10,55,0,0,0,0,0,0,400,0,18,0,921,0,1232,0,26,0,100,0,837,0,0,0,12,27,0,0,0,10,0,55,0,0,0,0,0,0,0,2101,0,30,0,0,0,0,0,0,375,0,14,0,0,33,67,0,0,0,41,0,0,0,193,0,68,12,0,1522
Stoquefichus massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,4760,0,0,0,0,40,0,0,0,27,0,0,1717,0,18,0,48,0,26,0,0,0,0,0,92,0,0,0,0,10,0,0,0,0,0,67,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Dialister hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,121,0,0,0,24,0,278,0,0,0,0,0,518,229,0,0,0,0,0,0,0,15,0,418,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Duodenibacillus sp900544335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-873 sp002493945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,287,0,0,0,80,0,0,0,0,0,0,0,0,0,164,0,22,0,35,0,0,402,0,0,29,151,0,0,0,0,0,0,0,0,0,0,0,54,11,10,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,94,0,30
Prevotella sp900548195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8895,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,66,65,0,471,0,9194,0,8695,0,18028,0,0,4490,12,0,7775,0,0,0,44,0,0,0,0,80,0,660,0,94,0,0,0,0,0,0,0,77,0,11,0,0,0,0,0,0,0,0,31,67,0,0,0,0,12,0,0,0,0,0,0,67,0,24
Gemmiger sp900540775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4007,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,23,0,0,275,0,10711,0,922,0,1375,0,0,24,13,0,999,83,0,0,61,88,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,37,16,0,0,16,0,109,11,0,219,0,0,0,0,20,0,0,0,14,0,0,0,0,18100
Fusobacterium_A varium_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,32,0,0,0,33,132,0,0,0,75,0,0,419,0,433,0,161,0,41,0,0,0,0,0,106,0,0,0,15,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,34,0,283
Fusobacterium_A sp900555845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,30,0,0,707,0,0,0,175,0,319,0,0,65,0,0,48,0,0,0,0,0,0,0,0,0,0,180,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,31,0,0,0,0,0,0,0,0,0,0,0,0,0,18
CAG-485 sp002491165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,1006,0,37,0,176,0,147,0,0,48,0,0,1045,27,0,0,0,0,0,0,0,17,0,246,0,0,0,0,0,0,0,54,0,19,0,0,0,0,0,0,27,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,936
RF16 sp900556095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,406,0,70,0,0,0,28,0,0,21,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Enterovibrio hollisae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,34,0,0,0,0,0,0,0,10,213,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus pasteurianus,0,0,0,0,0,0,0,0,0,0,56,307,0,0,0,0,940,0,0,0,0,243,0,0,287,31,0,0,24,270,0,0,0,24,16,0,16135,0,209,282,386299,0,213,357,75,6167,135,0,495,0,0,0,443,14,0,0,0,7985,0,26175,0,100,5125,33,0,0,109,433,0,147,85,0,0,42,0,0,13,0,19,0,1493,1168,0,103,0,0,0,0,0,0,0,0,0,160,0,552
UMGS1663 sp900553865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
